episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,394.0,5.219621517925964,5.4366652345069095,-135.20449435927753,0.0,0.6,2,0.1,False,True,70.90982519332456,110,23.11822180235112,32.94,in_progress,0.0
0,395.0,5.2019021427707575,5.405257621957667,-132.92775421129417,0.0,0.6,2,0.1,False,True,71.05724499917547,110,23.11822180235112,33.009,in_progress,0.0
0,396.0,5.178694140534718,5.362618462503999,-130.13248872122554,0.0,0.6,2,0.1,False,True,71.39600849710712,110,23.11822180235112,33.078,in_progress,0.0
0,397.0,5.1587235551883595,5.323937417659857,-127.8597776842103,0.0,0.6,2,0.1,False,True,71.57713764211252,111,23.11822180235112,33.139,in_progress,0.0
0,398.0,5.139324440902363,5.2823553155473935,-125.47149523411139,0.0,0.6,2,0.1,False,True,71.76572732234852,111,23.11822180235112,33.214,in_progress,0.0
0,399.0,5.121470233998222,5.2424684472858445,-123.46574098963103,-30.0,0.6,0,0.1,False,True,72.10422049960509,111,23.11822180235112,33.284,in_progress,0.0
0,400.0,5.100181956432231,5.1985925068766665,-121.99275331764984,-30.0,0.6,0,0.1,False,True,72.31067669778801,112,23.11822180235112,33.358,in_progress,0.0
0,401.0,5.075883304341405,5.157565010294118,-121.72701832744123,-30.0,0.6,0,0.1,False,True,72.68338703677534,112,23.11822180235112,33.413,in_progress,0.0
0,402.0,5.052558551634686,5.123308990228074,-122.10171596805523,-30.0,0.6,0,0.1,False,True,72.86253756105484,112,23.11822180235112,33.484,in_progress,0.0
0,403.0,5.024634440599188,5.086635468227135,-123.08635868124787,0.0,0.6,2,0.1,False,True,73.0611383670034,113,23.11822180235112,33.56,in_progress,0.0
0,404.0,4.998064427090338,5.052837020282358,-124.00489776891011,0.0,0.6,2,0.1,False,True,73.39101329114216,113,23.11822180235112,33.612,in_progress,0.0
0,405.0,4.97772833414358,5.028882988976649,-124.81878572923603,0.0,0.6,2,0.1,False,True,73.52342439948507,114,23.11822180235112,33.683,in_progress,0.0
0,406.0,4.943642867084631,4.987478645934561,-125.81279482307754,0.0,0.6,2,0.1,False,True,73.7501835750694,114,23.11822180235112,33.736,in_progress,0.0
0,407.0,4.923616011387332,4.9632040347365995,-126.27786850716299,-30.0,0.6,0,0.1,False,True,73.99171051408243,114,23.11822180235112,33.815,in_progress,0.0
0,408.0,4.888276177262455,4.925711523721594,-127.62257578981608,-30.0,0.6,0,0.1,False,True,74.20116369795257,115,23.11822180235112,33.881,in_progress,0.0
0,409.0,4.853615189226658,4.891457563860062,-129.13826745492332,-30.0,0.6,0,0.1,False,True,74.39659057254526,115,23.11822180235112,33.952,in_progress,0.0
0,410.0,4.820126867642154,4.862473359184252,-130.69938254706693,-30.0,0.6,0,0.1,False,True,74.63344578177092,115,23.11822180235112,34.017,in_progress,0.0
0,411.0,4.785082229621499,4.837936469443102,-133.16020190985583,-30.0,0.6,0,0.1,False,True,74.78603563474044,115,23.11822180235112,34.089,in_progress,0.0
0,412.0,4.745630020752656,4.814171793262984,-136.09875458534168,15.0,0.6,3,0.5,False,True,74.94218939580051,116,23.11822180235112,34.14,in_progress,0.0
0,413.0,4.705774099564599,4.792964604624734,-138.89578952064176,0.0,0.6,2,0.5,False,True,75.08859723460006,116,23.11822180235112,34.212,in_progress,0.0
0,414.0,4.668667921989921,4.773183331197924,-141.12665866417802,15.0,0.6,3,0.5,False,True,75.24347704611793,116,23.11822180235112,34.29,in_progress,0.0
0,415.0,4.624067779029524,4.748571911375602,-143.17160846445333,15.0,0.6,3,0.5,False,True,75.40771331083589,116,23.11822180235112,34.352,in_progress,0.0
0,416.0,4.590403894714908,4.729521705247747,-144.2758551017161,30.0,0.6,4,0.5,False,True,75.5336115138556,117,23.11822180235112,34.422,in_progress,0.0
0,417.0,4.54780378248029,4.700126822179091,-144.46100905888906,-15.0,0.6,1,1.0,False,True,75.71451721172083,117,23.11822180235112,34.482,in_progress,0.0
0,418.0,4.521543492962631,4.680968328364851,-144.34835383028377,15.0,0.6,3,1.0,False,True,75.82586782835371,117,23.11822180235112,34.552,in_progress,0.0
0,419.0,4.481883645122672,4.648682058339203,-143.65194757417808,15.0,0.6,3,1.0,False,True,76.01571948459178,117,23.11822180235112,34.615,in_progress,0.0
0,420.0,4.454823504920029,4.624976799445773,-142.94290053741213,-15.0,0.6,1,1.0,False,True,76.15207071258158,118,23.11822180235112,34.684,in_progress,0.0
0,421.0,4.41324160013462,4.589521217219018,-142.20386584403641,0.0,0.6,2,1.0,False,True,76.3576467385089,118,23.11822180235112,34.741,in_progress,0.0
0,422.0,4.387725933669053,4.568309299435904,-141.89558203706574,0.0,0.6,2,1.0,False,True,76.48165089253641,118,23.11822180235112,34.822,in_progress,0.0
0,423.0,4.348571197227332,4.533590418982741,-141.16180501476126,-30.0,0.6,0,1.0,False,True,76.68613036862305,118,23.11822180235112,34.885,in_progress,0.0
0,424.0,4.316024246022815,4.507793270566434,-141.22784468817107,0.0,0.6,2,1.0,False,True,76.8439107591139,119,23.11822180235112,34.959,in_progress,0.0
0,425.0,4.281907209319736,4.480616599884607,-141.25957082108033,-30.0,0.6,0,1.0,False,True,77.00984017000928,119,23.11822180235112,35.019,in_progress,0.0
0,426.0,4.24366927483477,4.452829629019481,-141.80489321675205,-30.0,0.6,0,1.0,False,True,77.22450705961599,119,23.11822180235112,35.079,in_progress,0.0
0,427.0,4.2093288475814195,4.433564916238879,-143.25184376911983,0.0,0.6,2,1.0,False,True,77.3694977365573,119,23.11822180235112,35.157,in_progress,0.0
0,428.0,4.167805306322118,4.411242418049221,-144.92491380812942,-30.0,0.6,0,0.5,False,True,77.54114187526419,120,23.11822180235112,35.219,in_progress,0.0
0,429.0,4.126542205257531,4.391762627577145,-146.6980529671291,-30.0,0.6,0,0.5,False,True,77.70149033476011,120,23.11822180235112,35.272,in_progress,0.0
0,430.0,4.092731209470074,4.377181127393008,-148.2222817296284,-30.0,0.6,0,0.5,False,True,77.95233540929945,120,23.11822180235112,35.36,in_progress,0.0
0,431.0,4.047544195791819,4.36091077286534,-150.55424568865462,-30.0,0.6,0,0.5,False,True,78.12872486688124,121,23.11822180235112,35.42,in_progress,0.0
0,432.0,4.004748793738267,4.351786685808263,-153.6364914127473,-30.0,0.6,0,0.5,False,True,78.27444529098582,121,23.11822180235112,35.484,in_progress,0.0
0,433.0,3.9589832940914635,4.343997012957165,-156.74111204312482,0.0,0.6,2,0.5,False,True,78.64669865396255,121,23.11822180235112,35.548,in_progress,0.0
0,434.0,3.9173336193182213,4.340743007062519,-159.888220621244,-15.0,0.6,1,0.1,False,True,78.79328427510728,122,23.11822180235112,35.629,in_progress,0.0
0,435.0,3.8650347373467087,4.3377434468720395,-163.37822012454006,15.0,0.6,3,0.1,False,True,79.25148991510945,122,23.11822180235112,35.678,in_progress,0.0
0,436.0,3.835534390343446,4.335454792319757,-164.88054688273203,15.0,0.6,3,0.1,False,True,79.36840035202154,122,23.11822180235112,35.754,in_progress,0.0
0,437.0,3.7857634772483726,4.333458452936487,-167.3571713642675,-30.0,0.6,0,0.1,False,True,79.5618002214628,123,23.11822180235112,35.812,in_progress,0.0
0,438.0,3.7470478480214795,4.332373084226258,-169.04919627945307,-30.0,0.6,0,0.1,False,True,79.93895808932928,123,23.11822180235112,35.883,in_progress,0.0
0,439.0,3.690926475300799,4.335318048655809,-172.13913818055934,-30.0,0.6,0,0.1,False,True,80.16261751271554,124,23.11822180235112,35.943,in_progress,0.0
0,440.0,3.657814421991363,4.340499610243476,-174.37799718901368,0.0,0.6,2,0.1,False,True,80.28946816466477,124,23.11822180235112,36.026,in_progress,0.0
0,441.0,3.610177721530906,4.347493517751295,-177.0785674047878,0.0,0.6,2,0.1,False,True,80.60748299354283,124,23.11822180235112,36.076,in_progress,0.0
0,442.0,3.582568781110236,4.351502110742817,-178.35903551053204,-15.0,0.6,1,0.1,False,True,80.71769253402397,125,23.11822180235112,36.149,in_progress,0.0
0,443.0,3.5301554075221606,4.364814568350885,178.48072583975699,-30.0,0.6,0,0.1,False,True,80.92020897293655,125,23.11822180235112,36.216,in_progress,0.0
0,444.0,3.4922863857829403,4.375351204189006,176.24998853398043,0.0,0.6,2,0.1,False,True,81.17925324800288,125,23.11822180235112,36.27,in_progress,0.0
0,445.0,3.452130714084137,4.390474322663053,173.3179270344073,0.0,0.6,2,0.1,False,False,81.33449930918711,125,23.11822180235112,36.345,in_progress,0.0
0,446.0,3.408912647569461,4.408025856208453,170.4582498518669,-30.0,0.6,0,0.1,False,False,81.50038187216876,126,23.11822180235112,36.422,in_progress,0.0
0,447.0,3.3637611073504776,4.426116486685071,168.02956453016446,-30.0,0.6,0,0.001,False,False,81.7808609073238,126,23.11822180235112,36.482,in_progress,0.0
0,448.0,3.327743355213856,4.445743733921561,165.29315237617277,-30.0,0.6,0,0.001,False,False,81.91949794015694,126,23.11822180235112,36.55,in_progress,0.0
0,449.0,3.29335099127887,4.466093306707078,162.73027825998216,-30.0,0.6,0,0.001,False,False,82.05066759536926,127,23.11822180235112,36.625,in_progress,0.0
0,450.0,3.2514500110280866,4.497792552214918,158.62894165691156,0.0,0.6,2,0.001,False,False,82.20527281058708,127,23.11822180235112,36.681,in_progress,0.0
0,451.0,3.223556606435465,4.523072949497011,155.44766580460015,0.0,0.6,2,0.001,False,False,82.4975955372966,127,23.11822180235112,36.751,in_progress,0.0
0,452.0,3.1855351626381623,4.557754970958498,151.789370180773,-30.0,0.6,0,0.001,False,False,82.64483591188639,127,23.11822180235112,36.817,in_progress,0.0
0,453.0,3.157151999390612,4.585742708942628,149.21005377263288,-30.0,0.6,0,0.001,False,False,82.75376831161617,128,23.11822180235112,36.879,off_track,2.0
0,454.0,3.0689735013428807,4.100892342261082,-173.7878317778328,0.0,0.6,2,0.0,False,False,83.4569987433664,129,23.11822180235112,36.943,pause,1.936
0,455.0,3.0681607434305382,4.101007517122764,-173.84655615264114,-30.0,0.6,0,0.0,False,True,83.46050179826887,129,23.11822180235112,37.03,pause,1.8489999999999966
0,456.0,3.068574335893147,4.1009855417035785,-173.8574601039084,-30.0,0.6,0,0.0,False,True,83.45871547632755,129,23.11822180235112,37.101,pause,1.7779999999999987
0,457.0,3.068857790935395,4.101158524750115,-173.9232049936498,-30.0,0.6,0,0.0,False,True,83.45747221198721,129,23.11822180235112,37.162,pause,1.7169999999999987
0,458.0,3.069111824492467,4.100889677978603,-173.81348491479392,-30.0,0.6,0,0.0,False,True,83.45640084662841,129,23.11822180235112,37.214,pause,1.6649999999999991
0,459.0,3.0690084080473286,4.1010847500217835,-173.85716166270964,-15.0,0.6,1,0.0,False,True,83.45682834027852,129,23.11822180235112,37.293,pause,1.5859999999999985
0,460.0,3.0690817832803345,4.100937893398126,-173.81776761463283,-30.0,0.6,0,0.0,False,True,83.45652588265044,129,23.11822180235112,37.345,pause,1.533999999999999
0,461.0,3.0691751723426597,4.100860638738245,-173.7788243378206,-30.0,0.6,0,0.0,False,True,83.45612984034206,129,23.11822180235112,37.424,pause,1.4549999999999983
0,462.0,3.0689258503543475,4.101165606153403,-173.90387700241263,-30.0,0.6,0,0.0,False,True,83.4571771791946,129,23.11822180235112,37.49,pause,1.3889999999999958
0,463.0,3.069046515720064,4.101179264482452,-173.92520002924846,-30.0,0.6,0,0.0,False,True,83.45665399177021,129,23.11822180235112,37.544,pause,1.3350000000000009
0,464.0,3.0692403187826147,4.101080675302334,-173.84416457037642,-30.0,0.6,0,0.0,False,True,83.45582587498681,129,23.11822180235112,37.607,pause,1.2719999999999985
0,465.0,3.0692159742897616,4.101064226097553,-173.84470893243864,-30.0,0.6,0,0.0,False,True,83.45593281356204,129,23.11822180235112,37.695,pause,1.1839999999999975
0,466.0,3.0690869608614877,4.10103681524,-173.8426322542247,-30.0,0.6,0,0.0,False,True,83.4564934917987,129,23.11822180235112,37.773,pause,1.1059999999999945
0,467.0,3.069086120162621,4.101036670199034,-173.87150128891557,-15.0,0.6,1,0.0,False,True,83.45649714198923,129,23.11822180235112,37.807,pause,1.0719999999999956
0,468.0,3.0691463055334456,4.100918971257562,-173.80122998950355,-30.0,0.6,0,0.0,False,True,83.4562487749385,129,23.11822180235112,37.88,pause,0.9989999999999952
0,469.0,3.069011145531757,4.100840424155703,-173.7630147419888,-15.0,0.6,1,0.0,False,True,83.45684120328775,129,23.11822180235112,37.955,pause,0.9239999999999995
0,470.0,3.0691313583168087,4.100881414821135,-173.7797767615438,-30.0,0.6,0,0.0,False,True,83.45631720974559,129,23.11822180235112,38.018,pause,0.8609999999999971
0,471.0,3.0690969648638924,4.100884541642595,-173.78285927787405,-30.0,0.6,0,0.0,False,True,83.4564656250403,129,23.11822180235112,38.085,pause,0.7939999999999969
0,472.0,3.0691751723426597,4.100860638738245,-173.7788243378206,-30.0,0.6,0,0.0,False,True,83.45612984034206,129,23.11822180235112,38.162,pause,0.7169999999999987
0,473.0,3.069044280229955,4.101131344993299,-173.91147104721654,-30.0,0.6,0,0.0,False,True,83.45666850354311,129,23.11822180235112,38.226,pause,0.6529999999999987
0,474.0,3.0691751723426597,4.100860638738245,-173.7788243378206,-30.0,0.6,0,0.0,False,True,83.45612984034206,129,23.11822180235112,38.295,pause,0.5839999999999961
0,475.0,3.069614121277788,4.1010637464268624,-173.8170564614339,-30.0,0.6,0,0.0,False,True,83.45421111100345,129,23.11822180235112,38.355,pause,0.5240000000000009
0,476.0,3.069486973259771,4.100932507004661,-173.77962196289806,-30.0,0.6,0,0.0,False,True,83.45477421936823,129,23.11822180235112,38.421,pause,0.4579999999999984
